ACCESSION_NUMBER	CIK	REGISTRANT_NAME	FILE_NUM	LEI	ADDRESS1	ADDRESS2	CITY	STATE	COUNTRY	ZIP	PHONE
0001752724-24-273075	0001355064	MUTUAL FUND SERIES TRUST	811-21872	5493002ZGLQMLR4QMA96	C/O GEMINI FUND SERVICES LLC	4221 North 203rd Street, Suite 100	ELKHORN	US-NE	US	68022	631-470-2600
0001752724-24-272866	0000778207	TRANSAMERICA SERIES TRUST	811-04419	5493000QR1WGXIM5V222	1801 CALIFORNIA STREET	SUITE 5200	DENVER	US-CO	US	80202	720-493-4256
0001752724-24-272873	0000778207	TRANSAMERICA SERIES TRUST	811-04419	5493000QR1WGXIM5V222	1801 CALIFORNIA STREET	SUITE 5200	DENVER	US-CO	US	80202	720-493-4256
0001752724-24-273079	0001355064	MUTUAL FUND SERIES TRUST	811-21872	5493002ZGLQMLR4QMA96	C/O GEMINI FUND SERVICES LLC	4221 North 203rd Street, Suite 100	ELKHORN	US-NE	US	68022	631-470-2600
0001752724-24-272754	0001314414	Northern Lights Fund Trust	811-21720	549300BSYF57GRCG4861	225 PICTORIA DRIVE	SUITE 450	CINCINNATI	US-OH	US	45246	631-470-2600
0001752724-24-272885	0000778207	TRANSAMERICA SERIES TRUST	811-04419	5493000QR1WGXIM5V222	1801 CALIFORNIA STREET	SUITE 5200	DENVER	US-CO	US	80202	720-493-4256
0001752724-24-272877	0000778207	TRANSAMERICA SERIES TRUST	811-04419	5493000QR1WGXIM5V222	1801 CALIFORNIA STREET	SUITE 5200	DENVER	US-CO	US	80202	720-493-4256
0001145549-24-075463	0001683471	Listed Funds Trust	811-23226	549300C5D73JL0P1YC11	C/O U.S. BANCORP FUND SERVICES LLC	615 East Michigan Street	Milwaukee	US-WI	US	53202	8336121912
0001752724-24-273100	0001593547	ADVISORS' INNER CIRCLE III	811-22920	549300TG800HOPJVWT31	ONE FREEDOM VALLEY DRIVE		OAKS	US-PA	US	19456	8774463863
0001752724-24-272882	0000778207	TRANSAMERICA SERIES TRUST	811-04419	5493000QR1WGXIM5V222	1801 CALIFORNIA STREET	SUITE 5200	DENVER	US-CO	US	80202	720-493-4256
0001752724-24-272998	0001537140	NORTHERN LIGHTS FUND TRUST III	811-22655	549300PPUECJSQFBYV98	225 PICTORIA DRIVE	SUITE 450	CINCINNATI	US-OH	US	45246	631-470-2600
0001752724-24-273103	0001970533	Capital Group Core Balanced ETF	811-23867	5493000KFXZQHDGCEK79	6455 Irvine Center Drive		Irvine	US-CA	US	92618	949-975-5000
0001752724-24-272827	0001355064	MUTUAL FUND SERIES TRUST	811-21872	5493002ZGLQMLR4QMA96	C/O GEMINI FUND SERVICES LLC	4221 North 203rd Street, Suite 100	ELKHORN	US-NE	US	68022	631-470-2600
0001752724-24-273091	0001593547	ADVISORS' INNER CIRCLE III	811-22920	549300TG800HOPJVWT31	ONE FREEDOM VALLEY DRIVE		OAKS	US-PA	US	19456	8774463863
0001145549-24-075487	0001818105	NB Private Markets Access Fund LLC	811-23591	549300TTMKGCMVMDG956	1290 Avenue of the Americas 		New York 	US-NY	US	10104	2124768800
0001752724-24-273365	0000836487	MORGAN STANLEY INSTITUTIONAL FUND INC	811-05624	54930067DYRSUSGS4E97	1585 Broadway		NEW YORK	US-NY	US	10036	800-869-6397
0001752724-24-272849	0000778207	TRANSAMERICA SERIES TRUST	811-04419	5493000QR1WGXIM5V222	1801 CALIFORNIA STREET	SUITE 5200	DENVER	US-CO	US	80202	720-493-4256
0001752724-24-273101	0000890540	ADVISORS' INNER CIRCLE FUND II	811-07102	549300OEHDTB2ALCAX69	ONE FREEDOM VALLEY DRIVE		OAKS	US-PA	US	19456	8774463863
0001752724-24-273095	0001593547	ADVISORS' INNER CIRCLE III	811-22920	549300TG800HOPJVWT31	ONE FREEDOM VALLEY DRIVE		OAKS	US-PA	US	19456	8774463863
0001752724-24-273377	0001002427	Morgan Stanley Insight Fund	811-07377	54930088ZHK6FN0CHD61	1585 Broadway		NEW YORK	US-NY	US	10036	800-869-6397
0001752724-24-273102	0001870117	Capital Group Fixed Income ETF Trust	811-23738	549300E5VFNPOBZRHM30	6455 Irvine Center Drive		Irvine	US-CA	US	92618	949-975-5000
0001752724-24-299513	0001432353	GLOBAL X FUNDS	811-22209	5493003RA4QUTSYF1N15	605 Third Avenue	43rd Floor	NEW YORK	US-NY	US	10158	2126446110
0001145549-24-082814	0001540305	ETF Series Solutions	811-22668	5493008BB0X0GYS3UI50	615 E Michigan Street		Milwaukee	US-WI	US	53202	414-516-1645
0001752724-24-299538	0001432353	GLOBAL X FUNDS	811-22209	5493003RA4QUTSYF1N15	605 Third Avenue	43rd Floor	NEW YORK	US-NY	US	10158	2126446110
0001752724-24-299514	0001432353	GLOBAL X FUNDS	811-22209	5493003RA4QUTSYF1N15	605 Third Avenue	43rd Floor	NEW YORK	US-NY	US	10158	2126446110
0001752724-24-299518	0001432353	GLOBAL X FUNDS	811-22209	5493003RA4QUTSYF1N15	605 Third Avenue	43rd Floor	NEW YORK	US-NY	US	10158	2126446110
0001752724-24-299542	0001432353	GLOBAL X FUNDS	811-22209	5493003RA4QUTSYF1N15	605 Third Avenue	43rd Floor	NEW YORK	US-NY	US	10158	2126446110
0001752724-24-299515	0001432353	GLOBAL X FUNDS	811-22209	5493003RA4QUTSYF1N15	605 Third Avenue	43rd Floor	NEW YORK	US-NY	US	10158	2126446110
0001752724-24-299683	0001593547	ADVISORS' INNER CIRCLE III	811-22920	549300TG800HOPJVWT31	ONE FREEDOM VALLEY DRIVE		OAKS	US-PA	US	19456	8774463863
0001145549-24-082817	0001540305	ETF Series Solutions	811-22668	5493008BB0X0GYS3UI50	615 E Michigan Street		Milwaukee	US-WI	US	53202	414-516-1645
0001145549-24-082588	0000801444	The Tocqueville Trust	811-04840	549300CH4ZKXILYSCO32	40 W. 57th Street	19th Floor	New York	US-NY	US	10019	212-698-0800
0001145549-24-082815	0001540305	ETF Series Solutions	811-22668	5493008BB0X0GYS3UI50	615 E Michigan Street		Milwaukee	US-WI	US	53202	414-516-1645
0001752724-24-299524	0001432353	GLOBAL X FUNDS	811-22209	5493003RA4QUTSYF1N15	605 Third Avenue	43rd Floor	NEW YORK	US-NY	US	10158	2126446110
0001752724-24-299532	0001432353	GLOBAL X FUNDS	811-22209	5493003RA4QUTSYF1N15	605 Third Avenue	43rd Floor	NEW YORK	US-NY	US	10158	2126446110
0001752724-24-299539	0001432353	GLOBAL X FUNDS	811-22209	5493003RA4QUTSYF1N15	605 Third Avenue	43rd Floor	NEW YORK	US-NY	US	10158	2126446110
0001752724-24-299681	0001593547	ADVISORS' INNER CIRCLE III	811-22920	549300TG800HOPJVWT31	ONE FREEDOM VALLEY DRIVE		OAKS	US-PA	US	19456	8774463863
0001145549-24-083048	0001424958	Direxion Shares ETF Trust	811-22201	549300M501IVJM50FG12	1301 Avenue of the Americas (6th Avenue)	28th Floor	New York	US-NY	US	10019	646-572-3390
0001145549-24-083039	0001424958	Direxion Shares ETF Trust	811-22201	549300M501IVJM50FG12	1301 Avenue of the Americas (6th Avenue)	28th Floor	New York	US-NY	US	10019	646-572-3390
0001145549-24-083049	0001424958	Direxion Shares ETF Trust	811-22201	549300M501IVJM50FG12	1301 Avenue of the Americas (6th Avenue)	28th Floor	New York	US-NY	US	10019	646-572-3390
0001145549-24-083077	0001424958	Direxion Shares ETF Trust	811-22201	549300M501IVJM50FG12	1301 Avenue of the Americas (6th Avenue)	28th Floor	New York	US-NY	US	10019	646-572-3390
0001145549-24-083061	0001424958	Direxion Shares ETF Trust	811-22201	549300M501IVJM50FG12	1301 Avenue of the Americas (6th Avenue)	28th Floor	New York	US-NY	US	10019	646-572-3390
0001145549-24-083056	0001424958	Direxion Shares ETF Trust	811-22201	549300M501IVJM50FG12	1301 Avenue of the Americas (6th Avenue)	28th Floor	New York	US-NY	US	10019	646-572-3390
0001752724-24-237438	0001174610	ProShares Trust	811-21114	5493005D9DS7C1P5AM59	7272 Wisconsin Avenue		Bethesda	US-MD	US	20814	240-497-6400
0001752724-24-237447	0001174610	ProShares Trust	811-21114	5493005D9DS7C1P5AM59	7272 Wisconsin Avenue		Bethesda	US-MD	US	20814	240-497-6400
0001752724-24-237434	0001174610	ProShares Trust	811-21114	5493005D9DS7C1P5AM59	7272 Wisconsin Avenue		Bethesda	US-MD	US	20814	240-497-6400
0001752724-24-237460	0001174610	ProShares Trust	811-21114	5493005D9DS7C1P5AM59	7272 Wisconsin Avenue		Bethesda	US-MD	US	20814	240-497-6400
0001752724-24-237472	0001174610	ProShares Trust	811-21114	5493005D9DS7C1P5AM59	7272 Wisconsin Avenue		Bethesda	US-MD	US	20814	240-497-6400
0001752724-24-237523	0001174610	ProShares Trust	811-21114	5493005D9DS7C1P5AM59	7272 Wisconsin Avenue		Bethesda	US-MD	US	20814	240-497-6400
0001145549-24-065346	0000771524	Federated Hermes Adjustable Rate Securities Trust	811-04539	254900U874VBGWF0JD12	Federated Hermes Funds	4000 Ericsson Drive	Warrendale	US-PA	US	15086-7561	8003417400
0001145549-24-065308	0001408201	Tortoise Power & Energy Infrastructure Fund Inc	811-22106	549300O8GKMVVEB04345	6363 College Boulevard	Suite 100A	Overland Park	US-KS	US	66211	913-981-1020
0001752724-24-237504	0001174610	ProShares Trust	811-21114	5493005D9DS7C1P5AM59	7272 Wisconsin Avenue		Bethesda	US-MD	US	20814	240-497-6400
0001752724-24-237650	0001081400	ALLSPRING FUNDS TRUST	811-09253	549300XROIY0CTN7RZ24	1415 Vantage Park Drive	3rd Floor	Charlotte	US-NC	US	28203	833-568-4255
0001752724-24-237522	0001174610	ProShares Trust	811-21114	5493005D9DS7C1P5AM59	7272 Wisconsin Avenue		Bethesda	US-MD	US	20814	240-497-6400
0001145549-24-065320	0001505064	MainGate Trust	811-22492	549300NCVQ1F5Z5QPV45	6075 Poplar Ave	Suite 720	Memphis	US-TN	US	38119	901-537-1866
0001145549-24-065360	0000925723	Federated Hermes Institutional Trust	811-07193	2549002CIMJQ7MNS8F06	Federated Hermes Funds	4000 Ericsson Drive	Warrendale	US-PA	US	15086-7561	8003417400
0001145549-24-065354	0000013386	Federated Hermes Global Allocation Fund	811-00001	YB5DXSTD018JWGFOSP60	Federated Hermes Funds	4000 Ericsson Drive	Warrendale	US-PA	US	15086-7561	8003417400
0001752724-24-237672	0001100663	iShares Trust	811-09729	5493000860OXIC4B5K91	400 Howard Street		San Francisco	US-CA	US	94105	800-474-2737
0001145549-24-065362	0000770116	Federated Hermes Intermediate Municipal Trust	811-04314	CZSCTNDUYMKPRHCS3637	Federated Hermes Funds	4000 Ericsson Drive	Warrendale	US-PA	US	15086-7561	8003417400
0001752724-24-237657	0001100663	iShares Trust	811-09729	5493000860OXIC4B5K91	400 Howard Street		San Francisco	US-CA	US	94105	800-474-2737
0001145549-24-065364	0001849998	Federated Hermes ETF Trust	811-23730	2549000FKW49U2D1SG36	Federated Hermes Funds	4000 Ericsson Drive	Warrendale	US-PA	US	15086-7561	800-341-7400
0001145549-24-065372	0001849998	Federated Hermes ETF Trust	811-23730	2549000FKW49U2D1SG36	Federated Hermes Funds	4000 Ericsson Drive	Warrendale	US-PA	US	15086-7561	800-341-7400
0001145549-24-065353	0001707560	Federated Hermes Adviser Series	811-23259	2549001OZ5PPTI84LJ34	Federated Hermes Funds	4000 Ericsson Drive	Warrendale	US-PA	US	15086-7561	8003417400
0001145549-24-065361	0001849998	Federated Hermes ETF Trust	811-23730	2549000FKW49U2D1SG36	Federated Hermes Funds	4000 Ericsson Drive	Warrendale	US-PA	US	15086-7561	800-341-7400
0001145549-24-074916	0000933691	JNL Series Trust	811-8894	549300T5WIPN6IWM0D45	1 Corporate Way		Lansing	US-MI	US	48951	517-367-4336
0001145549-24-074958	0000933691	JNL Series Trust	811-8894	549300T5WIPN6IWM0D45	1 Corporate Way		Lansing	US-MI	US	48951	517-367-4336
0001145549-24-074950	0000933691	JNL Series Trust	811-8894	549300T5WIPN6IWM0D45	1 Corporate Way		Lansing	US-MI	US	48951	517-367-4336
0001145549-24-074919	0000933691	JNL Series Trust	811-8894	549300T5WIPN6IWM0D45	1 Corporate Way		Lansing	US-MI	US	48951	517-367-4336
0001145549-24-075004	0000933691	JNL Series Trust	811-8894	549300T5WIPN6IWM0D45	1 Corporate Way		Lansing	US-MI	US	48951	517-367-4336
0000005138-24-000090	0000005138	AMERICAN GROWTH FUND INC	811-00825	2549000VCV26WP3TLK04	1636 N Logan St		Denver	US-CO	US	80203	303-626-0600
0001775697-24-001003	0001111178	BNY Mellon Opportunity Funds	811-09891	549300YBI6B5NEUMTY90	240 Greenwich Street		New York	US-NY	US	10286	212 495 1784
0000313212-24-001046	0000313212	T. ROWE PRICE INTERNATIONAL FUNDS, INC.	811-02958	549300O4BT3AMY6OUC26	100 East Pratt Street		Baltimore	US-MD	US	21202	410-345-2000
0000808303-24-000116	0000808303	T. ROWE PRICE SPECTRUM FUND, INC.	811-04998	549300C4CNSW3NCPIM75	100 East Pratt Street		Baltimore	US-MD	US	21202	410-345-2000
0001752724-24-270090	0001084380	TIAA-CREF Funds	811-09301	549300L8R42TEBN5NG46	730 Third Avenue		New York	US-NY	US	10017	800-842-2733
0001775697-24-001004	0001199348	BNY Mellon Stock Funds	811-21236	549300HNJMUSAVP66K84	240 Greenwich Street		New York	US-NY	US	10286	212 495 1784
0000910671-24-000041	0000910671	T. ROWE PRICE COMMUNICATIONS & TECHNOLOGY FUND, INC.	811-07075	549300TFC71T5RFLF412	100 East Pratt Street		Baltimore	US-MD	US	21202	410-345-2000
0000918294-24-000248	0000918294	T. ROWE PRICE EQUITY SERIES, INC.	811-07143	549300U8GAQGX2UFFV03	100 East Pratt Street		Baltimore	US-MD	US	21202	410-345-2000
0001775697-24-001015	0000846800	BNY Mellon Stock Index Fund, Inc.	811-05719	549300TUUWM9ZQT5RB19	240 Greenwich Street		New York	US-NY	US	10286	212 495 1784
0000080257-24-000041	0000080257	T. ROWE PRICE GROWTH STOCK FUND, INC.	811-00579	549300T93P415WTRW320	100 East Pratt Street		Baltimore	US-MD	US	21202	410-345-2000
0001775697-24-001018	0001056707	BNY Mellon Investment Portfolios	811-08673	5493002N4L8U8Q1DSK82	240 Greenwich Street		New York	US-NY	US	10286	212 495 1784
0001775697-24-001006	0000053808	BNY Mellon Investment Funds III	811-00524	549300DOYFL5R4I71F16	240 Greenwich Street		New York	US-NY	US	10286	212 495 1784
0001145549-24-075035	0001145022	HOTCHKIS & WILEY FUNDS/DE/	811-10487	549300DFU8YF1PWZ5A57	601 South Figueroa Street	39th Floor	Los Angeles	US-CA	US	90017-5704	213-430-1000
0000313212-24-001045	0000313212	T. ROWE PRICE INTERNATIONAL FUNDS, INC.	811-02958	549300O4BT3AMY6OUC26	100 East Pratt Street		Baltimore	US-MD	US	21202	410-345-2000
0001462712-24-000041	0001462712	T. ROWE PRICE U.S. LARGE-CAP CORE FUND, INC.	811-22293	549300QXBZM29XOE2844	100 East Pratt Street		Baltimore	US-MD	US	21202	410-345-2000
0001752724-24-270135	0000893818	BlackRock Funds III	811-07332	5493008LW2651I1QB503	100 Bellevue Parkway		Wilmington	US-DE	US	19809	800-441-7762
0001752724-24-269426	0001719812	Collaborative Investment Series Trust	811-23306	549300H9U9P1LQU16S78	500 Damonte Ranch Parkway	Building 700 Unit 700	Reno	US-NV	US	89521	775-460-2204
0001752724-24-269619	0001380786	Nuveen Investment Trust V	811-21979	5493005YOHPRCB8M2Y83	333 W. Wacker Dr		Chicago	US-IL	US	60606	312-917-7700
0001752724-24-269653	0000777535	College Retirement Equities Fund	811-04415	549300W86TWR1A52Z652	730 Third Avenue		New York	US-NY	US	10017	212-490-9000
0001752724-24-269646	0001835068	Nuveen Core Plus Impact Fund	811-23627	549300N1H1AJ1P7VEI64	333 W. Wacker Dr		Chicago	US-IL	US	60606	312-917-7700
0001752724-24-269650	0001084380	TIAA-CREF Funds	811-09301	549300L8R42TEBN5NG46	730 Third Avenue		New York	US-NY	US	10017	800-842-2733
0001145549-24-074472	0000756913	John Hancock Variable Insurance Trust	811-04146	Z5DUWKEPW78QKD87GA06	200 Berkeley Street		Boston	US-MA	US	02116	617-543-9634
0001145549-24-074480	0000022370	John Hancock Investment Trust	811-00560	549300WRGYBW55IKGU23	200 Berkeley Street		Boston	US-MA	US	02116	617-543-9634
0001145549-24-074474	0000756913	John Hancock Variable Insurance Trust	811-04146	Z5DUWKEPW78QKD87GA06	200 Berkeley Street		Boston	US-MA	US	02116	617-543-9634
0001145549-24-074499	0000756913	John Hancock Variable Insurance Trust	811-04146	Z5DUWKEPW78QKD87GA06	200 Berkeley Street		Boston	US-MA	US	02116	617-543-9634
0001145549-24-074489	0000925683	John Hancock Financial Opportunities Fund	811-08568	549300GAIJWXWTEVVK15	200 Berkeley Street		Boston	US-MA	US	02116	617-543-9634
0001145549-24-074513	0000756913	John Hancock Variable Insurance Trust	811-04146	Z5DUWKEPW78QKD87GA06	200 Berkeley Street		Boston	US-MA	US	02116	617-543-9634
0001145549-24-074535	0000756913	John Hancock Variable Insurance Trust	811-04146	Z5DUWKEPW78QKD87GA06	200 Berkeley Street		Boston	US-MA	US	02116	617-543-9634
0001145549-24-074539	0000756913	John Hancock Variable Insurance Trust	811-04146	Z5DUWKEPW78QKD87GA06	200 Berkeley Street		Boston	US-MA	US	02116	617-543-9634
0001752724-24-269864	0000883618	Nuveen Select Tax-Free Income Portfolio	811-06548	5493005XMO16VD219F88	333 W. Wacker Dr		Chicago	US-IL	US	60606	312-917-7700
0001752724-24-269862	0001298699	Nuveen S&P 500 Buy-Write Income Fund	811-21619	5493000J8QMCY5J7XP73	333 W. Wacker Dr		Chicago	US-IL	US	60606	312-917-7700
0001752724-24-269908	0000355916	BlackRock Variable Series Funds, Inc.	811-03290	5493007IJN5JRPJ1DF61	100 Bellevue Parkway		Wilmington	US-DE	US	19809	800-441-7762
0001752724-24-269866	0001068204	TIAA-CREF Life Funds	811-08961	549300U685X5JUG16Q88	730 Third Avenue		New York	US-NY	US	10017	800-842-2733
0001752724-24-269861	0001013881	Nuveen Investment Trust	811-07619	549300USW5KS65DKCD79	333 W. Wacker Dr		Chicago	US-IL	US	60606	312-917-7700
0001145549-24-074504	0000756913	John Hancock Variable Insurance Trust	811-04146	Z5DUWKEPW78QKD87GA06	200 Berkeley Street		Boston	US-MA	US	02116	617-543-9634
0001752724-24-269911	0000355916	BlackRock Variable Series Funds, Inc.	811-03290	5493007IJN5JRPJ1DF61	100 Bellevue Parkway		Wilmington	US-DE	US	19809	800-441-7762
0001752724-24-269922	0001738078	BlackRock Funds V	811-23339	54930077DSFQPJDWM487	100 Bellevue Parkway		Wilmington	US-DE	US	19809	800-441-7762
0001752724-24-291368	0001469192	NEW YORK LIFE INVESTMENTS FUNDS TRUST	811-22321	549300SQRLBSUG7RD002	51 Madison Avenue		New York	US-NY	US	10010	212-576-7000
0001752724-24-291390	0000355437	DFA INVESTMENT DIMENSIONS GROUP INC	811-03258	549300XGRTBJCE41BD26	6300 BEE CAVE ROAD	BUILDING ONE	AUSTIN	US-TX	US	78746	512-306-7400
0001752724-24-291757	0001491978	FlexShares Trust	811-22555	5493007FU2RQX77I4604	50 South LaSalle Street		Chicago	US-IL	US	60603	855-353-9383
0001752724-24-291769	0001491978	FlexShares Trust	811-22555	5493007FU2RQX77I4604	50 South LaSalle Street		Chicago	US-IL	US	60603	855-353-9383
0001752724-24-291773	0001491978	FlexShares Trust	811-22555	5493007FU2RQX77I4604	50 South LaSalle Street		Chicago	US-IL	US	60603	855-353-9383
0001752724-24-291835	0000350181	AB SUSTAINABLE GLOBAL THEMATIC FUND, INC.	811-03131	549300XYB722K60CPN82	ALLIANCEBERNSTEIN LP	66 Hudson Boulevard East	NEW YORK	US-NY	US	10001	212-969-1000
0001752724-24-291843	0000003794	AB BOND FUND, INC.	811-02383	549300RYJMGGIS1UBQ97	ALLIANCEBERNSTEIN LP	66 Hudson Boulevard East	NEW YORK	US-NY	US	10001	212-969-1000
0000869392-24-002545	0000844790	Putnam Managed Municipal Income Trust	811-05740	549300MCDIUT86HMWI73	100 FEDERAL STREET		BOSTON	US-MA	US	02110	1-800-225-1581
0001145549-24-079952	0001742912	Tidal ETF Trust	811-23377	549300VTYHP8U2332C46	234 West Florida Street	Suite 203	Milwaukee	US-WI	US	53204	844-986-7700
0001752724-24-291922	0001095726	Natixis Funds Trust IV	811-09945	549300MX44MJGOIUL384	888 BOYLSTON STREET	Suite 800	BOSTON	US-MA	US	02199-8197	617-449-2139
0001752724-24-291923	0001095726	Natixis Funds Trust IV	811-09945	549300MX44MJGOIUL384	888 BOYLSTON STREET	Suite 800	BOSTON	US-MA	US	02199-8197	617-449-2139
0001752724-24-292158	0001048702	Nationwide Mutual Funds	811-08495	549300NXDT8MH8Z3PQ44	One Nationwide Plaza Location:N0900	Mail Code 5-02-210T	Columbus	US-OH	US	43215	614-435-3820
0001145549-24-080096	0000877232	GREEN CENTURY FUNDS	811-06351	5493002BQCBLYN8LZD95	114 STATE STREET, SUITE 200		BOSTON	US-MA	US	02109	6174820800
0001752724-24-292152	0001048702	Nationwide Mutual Funds	811-08495	549300NXDT8MH8Z3PQ44	One Nationwide Plaza Location:N0900	Mail Code 5-02-210T	Columbus	US-OH	US	43215	614-435-3820
0001752724-24-292293	0001426439	New York Life Investments Active ETF Trust	811-22739	549300VWZDQ61K9DOP39	51 Madison Avenue	4th Floor	New York	US-NY	US	10010	888-474-7725
0001752724-24-292274	0001415995	New York Life Investments ETF Trust	811-22227	549300RB5MLWJ1UN5M66	51 Madison Avenue	4th Floor	New York	US-NY	US	10010	888-474-7725
0001752724-24-292442	0000904333	SCHWAB CAPITAL TRUST	811-07704	549300PEK1H7N1HLC797	211 MAIN STREET		SAN FRANCISCO	US-CA	US	94105	800-648-5300
0001752724-24-292430	0000904333	SCHWAB CAPITAL TRUST	811-07704	549300PEK1H7N1HLC797	211 MAIN STREET		SAN FRANCISCO	US-CA	US	94105	800-648-5300
0001145549-24-080388	0000100334	American Century Mutual Funds, Inc.	811-00816	549300DMFK0SMVLOE939	4500 Main St		Kansas City	US-MO	US	64111	816-531-5575
0000869392-24-002617	0001845809	Putnam ETF Trust	811-23643	549300EMFKH8ETCKNO35	100 FEDERAL STREET		BOSTON	US-MA	US	02110	1-800-225-1581
0001752724-24-292441	0000904333	SCHWAB CAPITAL TRUST	811-07704	549300PEK1H7N1HLC797	211 MAIN STREET		SAN FRANCISCO	US-CA	US	94105	800-648-5300
0001752724-24-292606	0000897569	BNY Mellon Worldwide Growth Fund, Inc.	811-07512	549300WWPGVWHID4XX21	240 Greenwich Street		New York	US-NY	US	10286	212-922-6400
0001752724-24-264589	0001064641	SELECT SECTOR SPDR TRUST	811-08837	5493008JJKIPMEX3CO91	One Iron Street		Boston	US-MA	US	02210	866-732-8673
0001752724-24-264583	0001064642	SPDR SERIES TRUST	811-08839	5493004JVD6CQEEJSS37	One Iron Street		Boston	US-MA	US	02210	617-664-8594
0001752724-24-264626	0001107414	STATE STREET INSTITUTIONAL INVESTMENT TRUST	811-09819	549300P1E098W6ES7M39	One Iron Street		Boston	US-MA	US	02210	617-664-7037
0001752724-24-265268	0001081402	Allspring VARIABLE TRUST	811-09255	549300U0J5D2H67RJ003	1415 Vantage Park Drive	3rd Floor	Charlotte	US-NC	US	28203	833-568-4255
0001752724-24-265888	0000887340	NEW YORK LIFE INVESTMENTS VP FUNDS TRUST	811-03833-01	549300AG6K4RXYNOVN04	51 Madison Avenue		New York	US-NY	US	10010	212-576-7000
0001145549-24-072536	0000356476	EMPOWER FUNDS, INC.	811-03364	RUYOMHMDMSPQ01U66388	8515 E Orchard Road		Greenwood Village	US-CO	US	80111	866-831-7129
0001145549-24-072532	0000356476	EMPOWER FUNDS, INC.	811-03364	RUYOMHMDMSPQ01U66388	8515 E Orchard Road		Greenwood Village	US-CO	US	80111	866-831-7129
